START TRANSACTION;
auto commit mode: off
select
	p_brand,
	p_type,
	p_size,
	count(distinct ps_suppkey) as supplier_cnt
from
	partsupp,
	part
where
	p_partkey = ps_partkey
	and p_brand <> 'Brand#31'
	and p_type not like 'LARGE POLISHED%'
	and p_size in (43, 33, 46, 18, 9, 32, 29, 48)
	and ps_suppkey not in (
		select
			s_suppkey
		from
			supplier
		where
			s_comment like '%Customer%Complaints%'
	)
group by
	p_brand,
	p_type,
	p_size
order by
	supplier_cnt desc,
	p_brand,
	p_type,
	p_size;
+------------+---------------------------+--------+--------------+
| p_brand    | p_type                    | p_size | supplier_cnt |
| Brand#45   | PROMO BRUSHED STEEL       |      9 |          351 |
| Brand#51   | ECONOMY PLATED TIN        |     29 |          351 |
| Brand#52   | STANDARD POLISHED BRASS   |     46 |          351 |
| Brand#53   | LARGE BURNISHED NICKEL    |     48 |          351 |
| Brand#53   | SMALL PLATED COPPER       |     32 |          351 |
| Brand#53   | STANDARD BURNISHED BRASS  |     48 |          351 |
| Brand#54   | MEDIUM POLISHED NICKEL    |     46 |          351 |
| Brand#54   | PROMO PLATED COPPER       |     32 |          351 |
| Brand#14   | ECONOMY POLISHED BRASS    |     48 |          350 |
| Brand#15   | ECONOMY BRUSHED COPPER    |     43 |          350 |
| Brand#21   | STANDARD PLATED COPPER    |     48 |          350 |
| Brand#22   | ECONOMY POLISHED NICKEL   |      9 |          350 |
| Brand#24   | ECONOMY ANODIZED BRASS    |     29 |          350 |
| Brand#33   | PROMO PLATED NICKEL       |     32 |          350 |
| Brand#35   | ECONOMY POLISHED NICKEL   |     29 |          350 |
| Brand#42   | MEDIUM POLISHED STEEL     |     46 |          350 |
| Brand#44   | MEDIUM BRUSHED STEEL      |     43 |          350 |
| Brand#45   | SMALL BRUSHED BRASS       |     43 |          350 |
| Brand#51   | STANDARD BURNISHED STEEL  |     46 |          350 |
| Brand#11   | ECONOMY POLISHED STEEL    |     48 |          348 |
| Brand#11   | LARGE BRUSHED NICKEL      |     43 |          348 |
| Brand#11   | MEDIUM POLISHED STEEL     |     43 |          348 |
| Brand#11   | PROMO PLATED NICKEL       |     46 |          348 |
| Brand#11   | PROMO POLISHED BRASS      |     43 |          348 |
| Brand#11   | SMALL ANODIZED NICKEL     |     29 |          348 |
| Brand#11   | STANDARD BRUSHED NICKEL   |     18 |          348 |
| Brand#11   | STANDARD BRUSHED TIN      |      9 |          348 |
| Brand#11   | STANDARD PLATED TIN       |     29 |          348 |
| Brand#12   | LARGE ANODIZED TIN        |     18 |          348 |
| Brand#12   | SMALL POLISHED BRASS      |     29 |          348 |
| Brand#13   | ECONOMY PLATED NICKEL     |     33 |          348 |
| Brand#13   | LARGE BRUSHED COPPER      |     48 |          348 |
| Brand#13   | LARGE BURNISHED BRASS     |     29 |          348 |
| Brand#13   | MEDIUM POLISHED NICKEL    |     48 |          348 |
| Brand#13   | PROMO POLISHED STEEL      |     32 |          348 |
| Brand#13   | PROMO POLISHED TIN        |     32 |          348 |
| Brand#13   | STANDARD BURNISHED BRASS  |     18 |          348 |
| Brand#13   | STANDARD PLATED TIN       |      9 |          348 |
| Brand#14   | ECONOMY BURNISHED NICKEL  |      9 |          348 |
| Brand#14   | LARGE BRUSHED NICKEL      |     33 |          348 |
| Brand#14   | MEDIUM BRUSHED NICKEL     |     48 |          348 |
| Brand#14   | MEDIUM BURNISHED STEEL    |      9 |          348 |
| Brand#14   | PROMO BRUSHED COPPER      |     48 |          348 |
| Brand#14   | STANDARD ANODIZED NICKEL  |     18 |          348 |
| Brand#15   | MEDIUM BRUSHED STEEL      |     46 |          348 |
| Brand#15   | MEDIUM PLATED BRASS       |     46 |          348 |
| Brand#15   | MEDIUM PLATED NICKEL      |      9 |          348 |
| Brand#15   | PROMO BRUSHED BRASS       |     18 |          348 |
| Brand#15   | PROMO BRUSHED STEEL       |     18 |          348 |
| Brand#15   | SMALL BURNISHED TIN       |     32 |          348 |
| Brand#15   | STANDARD BURNISHED STEEL  |     32 |          348 |
| Brand#21   | PROMO PLATED NICKEL       |     29 |          348 |
| Brand#21   | STANDARD ANODIZED STEEL   |     18 |          348 |
| Brand#21   | STANDARD BRUSHED STEEL    |      9 |          348 |
| Brand#22   | ECONOMY BRUSHED COPPER    |      9 |          348 |
| Brand#22   | ECONOMY BURNISHED TIN     |     29 |          348 |
| Brand#22   | ECONOMY POLISHED BRASS    |     29 |          348 |
| Brand#22   | LARGE BRUSHED NICKEL      |     32 |          348 |
| Brand#22   | SMALL ANODIZED BRASS      |     32 |          348 |
| Brand#23   | ECONOMY BURNISHED BRASS   |     48 |          348 |
| Brand#23   | LARGE ANODIZED BRASS      |     29 |          348 |
| Brand#23   | LARGE BURNISHED NICKEL    |     32 |          348 |
| Brand#23   | PROMO POLISHED BRASS      |     48 |          348 |
| Brand#23   | SMALL POLISHED COPPER     |     29 |          348 |
| Brand#23   | STANDARD BURNISHED TIN    |     43 |          348 |
| Brand#24   | ECONOMY ANODIZED NICKEL   |     18 |          348 |
| Brand#24   | ECONOMY ANODIZED STEEL    |     33 |          348 |
| Brand#24   | SMALL ANODIZED BRASS      |     46 |          348 |
| Brand#24   | SMALL BRUSHED COPPER      |     46 |          348 |
| Brand#25   | ECONOMY ANODIZED TIN      |     46 |          348 |
| Brand#25   | ECONOMY POLISHED BRASS    |      9 |          348 |
| Brand#25   | MEDIUM BRUSHED STEEL      |     48 |          348 |
| Brand#25   | MEDIUM BURNISHED BRASS    |     48 |          348 |
| Brand#25   | PROMO POLISHED BRASS      |     43 |          348 |
| Brand#25   | STANDARD POLISHED TIN     |     48 |          348 |
| Brand#32   | ECONOMY POLISHED STEEL    |     48 |          348 |
| Brand#32   | LARGE BRUSHED TIN         |     29 |          348 |
| Brand#32   | MEDIUM BRUSHED BRASS      |     48 |          348 |
| Brand#32   | MEDIUM BRUSHED STEEL      |     29 |          348 |
| Brand#32   | STANDARD BRUSHED TIN      |      9 |          348 |
| Brand#33   | MEDIUM BRUSHED COPPER     |     46 |          348 |
| Brand#33   | MEDIUM PLATED BRASS       |     48 |          348 |
| Brand#33   | PROMO BURNISHED COPPER    |     43 |          348 |
| Brand#33   | STANDARD PLATED TIN       |      9 |          348 |
| Brand#34   | ECONOMY ANODIZED NICKEL   |     18 |          348 |
| Brand#34   | LARGE ANODIZED STEEL      |     32 |          348 |
| Brand#34   | LARGE BRUSHED BRASS       |     29 |          348 |
| Brand#34   | PROMO BURNISHED BRASS     |     33 |          348 |
| Brand#34   | PROMO PLATED STEEL        |     18 |          348 |
| Brand#34   | SMALL BRUSHED BRASS       |     29 |          348 |
| Brand#34   | SMALL PLATED NICKEL       |     32 |          348 |
| Brand#34   | SMALL PLATED TIN          |      9 |          348 |
| Brand#34   | SMALL POLISHED TIN        |     32 |          348 |
| Brand#34   | STANDARD ANODIZED NICKEL  |     33 |          348 |
| Brand#35   | LARGE BRUSHED COPPER      |      9 |          348 |
| Brand#35   | MEDIUM BRUSHED BRASS      |     32 |          348 |
| Brand#35   | MEDIUM BURNISHED BRASS    |      9 |          348 |
| Brand#35   | MEDIUM PLATED BRASS       |     32 |          348 |
| Brand#35   | PROMO ANODIZED COPPER     |     29 |          348 |
| Brand#35   | SMALL PLATED NICKEL       |     43 |          348 |
| Brand#35   | STANDARD ANODIZED BRASS   |     46 |          348 |
| Brand#35   | STANDARD POLISHED BRASS   |     32 |          348 |
| Brand#41   | LARGE BRUSHED BRASS       |     32 |          348 |
| Brand#41   | LARGE BRUSHED COPPER      |     33 |          348 |
| Brand#41   | MEDIUM BURNISHED TIN      |     43 |          348 |
| Brand#41   | MEDIUM POLISHED COPPER    |     46 |          348 |
| Brand#41   | SMALL BURNISHED STEEL     |     43 |          348 |
| Brand#42   | ECONOMY ANODIZED COPPER   |     18 |          348 |
| Brand#42   | ECONOMY ANODIZED COPPER   |     46 |          348 |
| Brand#42   | LARGE PLATED NICKEL       |     29 |          348 |
| Brand#42   | SMALL PLATED NICKEL       |     18 |          348 |
| Brand#42   | SMALL POLISHED STEEL      |     48 |          348 |
| Brand#43   | LARGE PLATED TIN          |     43 |          348 |
| Brand#43   | MEDIUM BRUSHED COPPER     |     46 |          348 |
| Brand#43   | MEDIUM BURNISHED TIN      |     29 |          348 |
| Brand#43   | PROMO BRUSHED TIN         |     46 |          348 |
| Brand#43   | SMALL POLISHED TIN        |     29 |          348 |
| Brand#43   | STANDARD ANODIZED TIN     |     43 |          348 |
| Brand#44   | LARGE BRUSHED BRASS       |     48 |          348 |
| Brand#44   | LARGE BURNISHED NICKEL    |     43 |          348 |
| Brand#44   | STANDARD ANODIZED BRASS   |     32 |          348 |
| Brand#45   | LARGE BURNISHED COPPER    |     33 |          348 |
| Brand#45   | LARGE PLATED TIN          |     48 |          348 |
| Brand#45   | SMALL BRUSHED NICKEL      |     46 |          348 |
| Brand#45   | SMALL PLATED COPPER       |     18 |          348 |
| Brand#51   | PROMO BURNISHED STEEL     |      9 |          348 |
| Brand#51   | SMALL BRUSHED TIN         |     46 |          348 |
| Brand#51   | STANDARD BRUSHED NICKEL   |     18 |          348 |
| Brand#52   | ECONOMY BRUSHED BRASS     |     18 |          348 |
| Brand#52   | PROMO ANODIZED COPPER     |     33 |          348 |
| Brand#52   | SMALL PLATED BRASS        |     32 |          348 |
| Brand#53   | ECONOMY ANODIZED TIN      |     29 |          348 |
| Brand#53   | ECONOMY BURNISHED NICKEL  |     29 |          348 |
| Brand#53   | ECONOMY POLISHED TIN      |     29 |          348 |
| Brand#53   | LARGE PLATED COPPER       |     32 |          348 |
| Brand#53   | MEDIUM BURNISHED NICKEL   |      9 |          348 |
| Brand#53   | MEDIUM BURNISHED STEEL    |     18 |          348 |
| Brand#53   | SMALL ANODIZED BRASS      |     48 |          348 |
| Brand#53   | SMALL BRUSHED BRASS       |     18 |          348 |
| Brand#53   | SMALL POLISHED NICKEL     |     32 |          348 |
| Brand#54   | MEDIUM ANODIZED STEEL     |      9 |          348 |
| Brand#54   | MEDIUM BRUSHED BRASS      |     33 |          348 |
| Brand#54   | MEDIUM BURNISHED NICKEL   |     29 |          348 |
| Brand#54   | MEDIUM BURNISHED STEEL    |     43 |          348 |
| Brand#54   | MEDIUM BURNISHED TIN      |     43 |          348 |
| Brand#54   | SMALL ANODIZED STEEL      |     43 |          348 |
| Brand#54   | STANDARD ANODIZED COPPER  |     33 |          348 |
| Brand#54   | STANDARD BURNISHED TIN    |     29 |          348 |
| Brand#54   | STANDARD POLISHED TIN     |     29 |          348 |
| Brand#55   | ECONOMY PLATED NICKEL     |     33 |          348 |
| Brand#55   | PROMO BURNISHED BRASS     |      9 |          348 |
| Brand#55   | PROMO BURNISHED BRASS     |     18 |          348 |
| Brand#55   | PROMO BURNISHED NICKEL    |     33 |          348 |
| Brand#55   | SMALL BRUSHED BRASS       |     18 |          348 |
| Brand#12   | PROMO BURNISHED NICKEL    |     33 |          347 |
| Brand#15   | ECONOMY PLATED COPPER     |     43 |          347 |
| Brand#21   | SMALL PLATED COPPER       |     29 |          347 |
| Brand#22   | MEDIUM ANODIZED TIN       |     29 |          347 |
| Brand#22   | PROMO BURNISHED COPPER    |     46 |          347 |
| Brand#22   | STANDARD ANODIZED STEEL   |     32 |          347 |
| Brand#25   | ECONOMY PLATED TIN        |     29 |          347 |
| Brand#25   | MEDIUM BURNISHED COPPER   |     46 |          347 |
| Brand#33   | PROMO ANODIZED BRASS      |     29 |          347 |
| Brand#35   | LARGE PLATED COPPER       |     43 |          347 |
| Brand#41   | PROMO ANODIZED NICKEL     |     18 |          347 |
| Brand#41   | STANDARD BRUSHED TIN      |     48 |          347 |
| Brand#42   | PROMO PLATED NICKEL       |     32 |          347 |
| Brand#42   | SMALL PLATED TIN          |     33 |          347 |
| Brand#42   | STANDARD BRUSHED STEEL    |     29 |          347 |
| Brand#43   | MEDIUM ANODIZED COPPER    |     18 |          347 |
| Brand#43   | STANDARD BURNISHED STEEL  |     33 |          347 |
| Brand#44   | PROMO PLATED NICKEL       |     32 |          347 |
| Brand#44   | SMALL PLATED NICKEL       |      9 |          347 |
| Brand#51   | SMALL ANODIZED NICKEL     |     48 |          347 |
| Brand#51   | SMALL BURNISHED STEEL     |     32 |          347 |
| Brand#52   | MEDIUM ANODIZED NICKEL    |     46 |          347 |
| Brand#52   | PROMO PLATED TIN          |     43 |          347 |
| Brand#52   | STANDARD ANODIZED COPPER  |     48 |          347 |
| Brand#52   | STANDARD ANODIZED STEEL   |      9 |          347 |
| Brand#54   | LARGE PLATED TIN          |     48 |          347 |
| Brand#54   | MEDIUM BURNISHED STEEL    |     29 |          347 |
| Brand#21   | PROMO PLATED NICKEL       |      9 |          346 |
| Brand#25   | LARGE PLATED BRASS        |     46 |          346 |
| Brand#44   | ECONOMY POLISHED TIN      |     48 |          346 |
| Brand#11   | ECONOMY BURNISHED STEEL   |     18 |          344 |
| Brand#11   | LARGE BURNISHED TIN       |     33 |          344 |
| Brand#11   | SMALL BRUSHED BRASS       |     48 |          344 |
| Brand#12   | ECONOMY BRUSHED NICKEL    |     32 |          344 |
| Brand#12   | ECONOMY BURNISHED BRASS   |     43 |          344 |
| Brand#12   | SMALL BRUSHED TIN         |     29 |          344 |
| Brand#12   | SMALL POLISHED TIN        |      9 |          344 |
| Brand#12   | STANDARD ANODIZED BRASS   |     46 |          344 |
| Brand#12   | STANDARD PLATED COPPER    |     33 |          344 |
| Brand#13   | MEDIUM ANODIZED STEEL     |     48 |          344 |
| Brand#13   | MEDIUM BURNISHED STEEL    |     33 |          344 |
| Brand#13   | MEDIUM PLATED BRASS       |     33 |          344 |
| Brand#13   | MEDIUM POLISHED BRASS     |     32 |          344 |
| Brand#13   | SMALL PLATED NICKEL       |     46 |          344 |
| Brand#13   | SMALL POLISHED TIN        |      9 |          344 |
| Brand#14   | MEDIUM ANODIZED NICKEL    |     43 |          344 |
| Brand#14   | PROMO ANODIZED STEEL      |     46 |          344 |
| Brand#14   | SMALL BRUSHED BRASS       |     32 |          344 |
| Brand#14   | SMALL PLATED STEEL        |     18 |          344 |
| Brand#14   | STANDARD ANODIZED COPPER  |     33 |          344 |
| Brand#14   | STANDARD BRUSHED COPPER   |     43 |          344 |
| Brand#15   | ECONOMY BRUSHED COPPER    |     48 |          344 |
| Brand#15   | MEDIUM ANODIZED STEEL     |     29 |          344 |
| Brand#21   | MEDIUM POLISHED STEEL     |     33 |          344 |
| Brand#21   | MEDIUM POLISHED TIN       |      9 |          344 |
| Brand#21   | PROMO PLATED BRASS        |     43 |          344 |
| Brand#21   | PROMO POLISHED STEEL      |     32 |          344 |
| Brand#21   | SMALL ANODIZED BRASS      |     43 |          344 |
| Brand#21   | SMALL POLISHED BRASS      |     46 |          344 |
| Brand#22   | LARGE ANODIZED TIN        |     48 |          344 |
| Brand#22   | LARGE BURNISHED TIN       |     18 |          344 |
| Brand#22   | STANDARD POLISHED BRASS   |     29 |          344 |
| Brand#23   | MEDIUM BURNISHED STEEL    |     18 |          344 |
| Brand#23   | MEDIUM PLATED BRASS       |     33 |          344 |
| Brand#23   | PROMO POLISHED COPPER     |     32 |          344 |
| Brand#23   | SMALL PLATED STEEL        |     48 |          344 |
| Brand#23   | SMALL POLISHED NICKEL     |     46 |          344 |
| Brand#23   | STANDARD ANODIZED TIN     |     18 |          344 |
| Brand#23   | STANDARD BRUSHED COPPER   |     32 |          344 |
| Brand#23   | STANDARD BRUSHED NICKEL   |     18 |          344 |
| Brand#24   | PROMO BRUSHED STEEL       |     18 |          344 |
| Brand#24   | PROMO PLATED BRASS        |     48 |          344 |
| Brand#25   | ECONOMY BURNISHED BRASS   |     33 |          344 |
| Brand#25   | LARGE ANODIZED COPPER     |     18 |          344 |
| Brand#25   | LARGE PLATED NICKEL       |     32 |          344 |
| Brand#25   | MEDIUM BURNISHED STEEL    |     48 |          344 |
| Brand#25   | PROMO ANODIZED COPPER     |     18 |          344 |
| Brand#25   | SMALL BRUSHED STEEL       |     46 |          344 |
| Brand#25   | SMALL POLISHED COPPER     |     43 |          344 |
| Brand#25   | STANDARD BURNISHED COPPER |      9 |          344 |
| Brand#25   | STANDARD PLATED COPPER    |     29 |          344 |
| Brand#32   | ECONOMY PLATED BRASS      |     43 |          344 |
| Brand#32   | MEDIUM BRUSHED TIN        |     48 |          344 |
| Brand#32   | STANDARD PLATED BRASS     |     48 |          344 |
| Brand#33   | MEDIUM BRUSHED TIN        |     33 |          344 |
| Brand#33   | MEDIUM BURNISHED TIN      |     33 |          344 |
| Brand#33   | MEDIUM PLATED TIN         |     43 |          344 |
| Brand#33   | SMALL PLATED STEEL        |     32 |          344 |
| Brand#33   | STANDARD ANODIZED STEEL   |     48 |          344 |
| Brand#33   | STANDARD BURNISHED BRASS  |     48 |          344 |
| Brand#34   | ECONOMY POLISHED TIN      |      9 |          344 |
| Brand#34   | LARGE ANODIZED STEEL      |     18 |          344 |
| Brand#34   | LARGE BRUSHED BRASS       |     46 |          344 |
| Brand#34   | LARGE PLATED COPPER       |     32 |          344 |
| Brand#34   | MEDIUM BRUSHED STEEL      |     33 |          344 |
| Brand#34   | MEDIUM BURNISHED NICKEL   |     18 |          344 |
| Brand#34   | SMALL BRUSHED STEEL       |     33 |          344 |
| Brand#35   | LARGE BURNISHED COPPER    |     46 |          344 |
| Brand#35   | MEDIUM PLATED COPPER      |      9 |          344 |
| Brand#35   | MEDIUM PLATED COPPER      |     33 |          344 |
| Brand#35   | SMALL BRUSHED BRASS       |     43 |          344 |
| Brand#41   | LARGE ANODIZED BRASS      |     18 |          344 |
| Brand#41   | SMALL POLISHED TIN        |     43 |          344 |
| Brand#41   | SMALL POLISHED TIN        |     46 |          344 |
| Brand#42   | PROMO BURNISHED NICKEL    |     32 |          344 |
| Brand#42   | SMALL BRUSHED COPPER      |      9 |          344 |
| Brand#42   | SMALL BURNISHED STEEL     |     48 |          344 |
| Brand#42   | SMALL PLATED TIN          |      9 |          344 |
| Brand#43   | ECONOMY PLATED TIN        |     29 |          344 |
| Brand#43   | PROMO BRUSHED BRASS       |     46 |          344 |
| Brand#43   | STANDARD ANODIZED NICKEL  |     43 |          344 |
| Brand#43   | STANDARD BRUSHED STEEL    |     48 |          344 |
| Brand#44   | ECONOMY POLISHED STEEL    |     29 |          344 |
| Brand#44   | ECONOMY POLISHED STEEL    |     46 |          344 |
| Brand#44   | LARGE PLATED BRASS        |     46 |          344 |
| Brand#44   | SMALL BRUSHED TIN         |      9 |          344 |
| Brand#44   | SMALL BURNISHED STEEL     |     32 |          344 |
| Brand#44   | STANDARD BURNISHED BRASS  |     33 |          344 |
| Brand#45   | LARGE BRUSHED STEEL       |     29 |          344 |
| Brand#45   | PROMO BURNISHED BRASS     |     46 |          344 |
| Brand#45   | SMALL BRUSHED NICKEL      |     18 |          344 |
| Brand#45   | SMALL BURNISHED STEEL     |     18 |          344 |
| Brand#45   | STANDARD ANODIZED BRASS   |     33 |          344 |
| Brand#51   | ECONOMY BURNISHED TIN     |     43 |          344 |
| Brand#51   | SMALL ANODIZED COPPER     |     29 |          344 |
| Brand#51   | SMALL BRUSHED BRASS       |     48 |          344 |
| Brand#52   | ECONOMY POLISHED STEEL    |     29 |          344 |
| Brand#52   | PROMO BRUSHED BRASS       |     48 |          344 |
| Brand#53   | ECONOMY BURNISHED TIN     |     46 |          344 |
| Brand#53   | ECONOMY PLATED STEEL      |     43 |          344 |
| Brand#53   | SMALL POLISHED BRASS      |     32 |          344 |
| Brand#53   | STANDARD ANODIZED STEEL   |     48 |          344 |
| Brand#54   | ECONOMY ANODIZED TIN      |     46 |          344 |
| Brand#54   | SMALL BRUSHED COPPER      |     18 |          344 |
| Brand#54   | SMALL POLISHED TIN        |     32 |          344 |
| Brand#54   | STANDARD ANODIZED STEEL   |     18 |          344 |
| Brand#55   | ECONOMY PLATED NICKEL     |     46 |          344 |
| Brand#55   | LARGE ANODIZED COPPER     |     29 |          344 |
| Brand#55   | PROMO ANODIZED NICKEL     |     48 |          344 |
| Brand#55   | PROMO PLATED COPPER       |     43 |          344 |
| Brand#55   | STANDARD BURNISHED STEEL  |     48 |          344 |
| Brand#11   | LARGE PLATED TIN          |     18 |          343 |
| Brand#11   | STANDARD BRUSHED COPPER   |     32 |          343 |
| Brand#11   | STANDARD BURNISHED NICKEL |     32 |          343 |
| Brand#12   | STANDARD ANODIZED STEEL   |      9 |          343 |
| Brand#13   | LARGE BURNISHED TIN       |     32 |          343 |
| Brand#13   | PROMO ANODIZED NICKEL     |     48 |          343 |
| Brand#15   | MEDIUM POLISHED TIN       |     43 |          343 |
| Brand#21   | ECONOMY BURNISHED BRASS   |     18 |          343 |
| Brand#21   | SMALL BURNISHED COPPER    |     43 |          343 |
| Brand#22   | PROMO PLATED NICKEL       |     48 |          343 |
| Brand#23   | MEDIUM BRUSHED TIN        |     32 |          343 |
| Brand#23   | SMALL POLISHED STEEL      |     32 |          343 |
| Brand#25   | ECONOMY BRUSHED COPPER    |     18 |          343 |
| Brand#33   | STANDARD BURNISHED NICKEL |     33 |          343 |
| Brand#34   | LARGE BURNISHED BRASS     |     33 |          343 |
| Brand#41   | SMALL PLATED STEEL        |     43 |          343 |
| Brand#42   | MEDIUM BURNISHED TIN      |      9 |          343 |
| Brand#42   | STANDARD BRUSHED TIN      |     29 |          343 |
| Brand#43   | MEDIUM ANODIZED COPPER    |     32 |          343 |
| Brand#43   | PROMO BRUSHED COPPER      |     33 |          343 |
| Brand#43   | SMALL BRUSHED STEEL       |     48 |          343 |
| Brand#43   | SMALL PLATED BRASS        |     48 |          343 |
| Brand#43   | SMALL PLATED COPPER       |     32 |          343 |
| Brand#52   | MEDIUM ANODIZED BRASS     |     32 |          343 |
| Brand#52   | PROMO POLISHED BRASS      |     32 |          343 |
| Brand#53   | ECONOMY BURNISHED TIN     |      9 |          343 |
| Brand#53   | PROMO BRUSHED TIN         |      9 |          343 |
| Brand#55   | STANDARD BRUSHED STEEL    |     18 |          343 |
| Brand#24   | MEDIUM BRUSHED COPPER     |      9 |          342 |
| Brand#11   | MEDIUM ANODIZED TIN       |     33 |          340 |
| Brand#11   | MEDIUM BRUSHED TIN        |     46 |          340 |
| Brand#11   | STANDARD BURNISHED STEEL  |     32 |          340 |
| Brand#12   | ECONOMY ANODIZED BRASS    |     29 |          340 |
| Brand#12   | MEDIUM BURNISHED TIN      |      9 |          340 |
| Brand#12   | STANDARD BURNISHED COPPER |     46 |          340 |
| Brand#13   | MEDIUM BURNISHED NICKEL   |     32 |          340 |
| Brand#14   | ECONOMY PLATED TIN        |     18 |          340 |
| Brand#14   | LARGE BRUSHED COPPER      |     29 |          340 |
| Brand#14   | LARGE BURNISHED BRASS     |     32 |          340 |
| Brand#14   | SMALL BRUSHED TIN         |     33 |          340 |
| Brand#14   | SMALL POLISHED TIN        |     32 |          340 |
| Brand#14   | STANDARD PLATED BRASS     |     32 |          340 |
| Brand#15   | ECONOMY BRUSHED STEEL     |     33 |          340 |
| Brand#15   | ECONOMY PLATED COPPER     |     46 |          340 |
| Brand#15   | PROMO BRUSHED NICKEL      |     29 |          340 |
| Brand#15   | PROMO PLATED TIN          |     43 |          340 |
| Brand#21   | LARGE ANODIZED TIN        |     29 |          340 |
| Brand#21   | PROMO BURNISHED COPPER    |     46 |          340 |
| Brand#21   | SMALL PLATED TIN          |     48 |          340 |
| Brand#21   | STANDARD PLATED STEEL     |     32 |          340 |
| Brand#22   | ECONOMY PLATED COPPER     |      9 |          340 |
| Brand#22   | LARGE ANODIZED COPPER     |     18 |          340 |
| Brand#22   | SMALL POLISHED TIN        |     46 |          340 |
| Brand#22   | STANDARD ANODIZED STEEL   |     46 |          340 |
| Brand#22   | STANDARD BURNISHED STEEL  |     48 |          340 |
| Brand#22   | STANDARD POLISHED COPPER  |      9 |          340 |
| Brand#23   | PROMO BRUSHED TIN         |     43 |          340 |
| Brand#23   | SMALL ANODIZED NICKEL     |     33 |          340 |
| Brand#24   | MEDIUM PLATED STEEL       |     32 |          340 |
| Brand#24   | PROMO PLATED COPPER       |     18 |          340 |
| Brand#24   | PROMO POLISHED COPPER     |      9 |          340 |
| Brand#25   | ECONOMY ANODIZED TIN      |     43 |          340 |
| Brand#25   | MEDIUM PLATED BRASS       |     43 |          340 |
| Brand#25   | MEDIUM PLATED COPPER      |     32 |          340 |
| Brand#25   | SMALL PLATED BRASS        |     46 |          340 |
| Brand#32   | MEDIUM POLISHED BRASS     |     33 |          340 |
| Brand#32   | PROMO BURNISHED BRASS     |     43 |          340 |
| Brand#33   | ECONOMY PLATED COPPER     |     29 |          340 |
| Brand#33   | LARGE BRUSHED TIN         |     32 |          340 |
| Brand#33   | MEDIUM ANODIZED TIN       |     29 |          340 |
| Brand#33   | MEDIUM BURNISHED BRASS    |     18 |          340 |
| Brand#33   | SMALL ANODIZED COPPER     |     33 |          340 |
| Brand#34   | LARGE ANODIZED BRASS      |     29 |          340 |
| Brand#34   | MEDIUM POLISHED COPPER    |     48 |          340 |
| Brand#34   | SMALL ANODIZED STEEL      |     29 |          340 |
| Brand#35   | LARGE ANODIZED BRASS      |     48 |          340 |
| Brand#35   | LARGE BRUSHED NICKEL      |     46 |          340 |
| Brand#35   | PROMO POLISHED TIN        |     43 |          340 |
| Brand#35   | SMALL BURNISHED NICKEL    |     32 |          340 |
| Brand#41   | ECONOMY BRUSHED BRASS     |     29 |          340 |
| Brand#41   | PROMO BURNISHED COPPER    |     32 |          340 |
| Brand#41   | PROMO POLISHED NICKEL     |     18 |          340 |
| Brand#41   | PROMO POLISHED NICKEL     |     48 |          340 |
| Brand#41   | SMALL BURNISHED TIN       |     32 |          340 |
| Brand#41   | STANDARD BURNISHED COPPER |     33 |          340 |
| Brand#42   | ECONOMY ANODIZED COPPER   |      9 |          340 |
| Brand#42   | ECONOMY PLATED BRASS      |     48 |          340 |
| Brand#42   | ECONOMY POLISHED NICKEL   |     32 |          340 |
| Brand#42   | MEDIUM PLATED STEEL       |     32 |          340 |
| Brand#42   | PROMO BRUSHED COPPER      |     18 |          340 |
| Brand#42   | SMALL ANODIZED BRASS      |     33 |          340 |
| Brand#43   | ECONOMY POLISHED NICKEL   |     46 |          340 |
| Brand#43   | PROMO PLATED BRASS        |     43 |          340 |
| Brand#43   | STANDARD ANODIZED NICKEL  |     46 |          340 |
| Brand#43   | STANDARD PLATED STEEL     |     46 |          340 |
| Brand#44   | PROMO POLISHED NICKEL     |     33 |          340 |
| Brand#44   | SMALL ANODIZED BRASS      |     43 |          340 |
| Brand#44   | SMALL POLISHED NICKEL     |      9 |          340 |
| Brand#45   | ECONOMY BRUSHED BRASS     |     43 |          340 |
| Brand#45   | MEDIUM PLATED BRASS       |     33 |          340 |
| Brand#45   | SMALL ANODIZED TIN        |     18 |          340 |
| Brand#45   | STANDARD POLISHED COPPER  |     18 |          340 |
| Brand#52   | ECONOMY POLISHED NICKEL   |     43 |          340 |
| Brand#52   | SMALL POLISHED NICKEL     |     18 |          340 |
| Brand#53   | ECONOMY BRUSHED STEEL     |     32 |          340 |
| Brand#53   | LARGE BRUSHED NICKEL      |     32 |          340 |
| Brand#53   | STANDARD BRUSHED TIN      |     32 |          340 |
| Brand#54   | SMALL BURNISHED NICKEL    |     29 |          340 |
| Brand#54   | SMALL PLATED COPPER       |     43 |          340 |
| Brand#55   | ECONOMY ANODIZED STEEL    |     29 |          340 |
| Brand#55   | MEDIUM ANODIZED NICKEL    |     33 |          340 |
| Brand#12   | SMALL PLATED BRASS        |     18 |          339 |
| Brand#12   | STANDARD BRUSHED STEEL    |      9 |          339 |
| Brand#13   | PROMO POLISHED STEEL      |     29 |          339 |
| Brand#15   | ECONOMY POLISHED TIN      |     29 |          339 |
| Brand#15   | PROMO BRUSHED COPPER      |     48 |          339 |
